Km30,Km90,Km92.5,Km111,Km135,Km137.5,Km143,Caudal,Obstruccion,Ubicacion,Grado
500.87758768494604,4.900515730363174,4.930564474259525,4.9129237365362615,5.082558723734956,4.95243413801652,5.045397681084324,92.75689493129593,No,Ninguna,0
504.80429409373477,5.089960447532483,4.970877616441289,4.98531623528638,4.982164323050391,5.0333453919660025,4.930532751369427,96.71303969924678,Si,143,30
505.6071991901787,5.063072996953944,5.006045262235396,5.023569584415788,5.063403681064508,4.998319229518065,5.083864810847883,104.23987878753806,Si,90,50
508.7320912982729,5.078340496314065,4.961572381743853,5.013395040882496,5.038387739179468,5.049053841540463,5.040098198176399,88.02668311506784,Si,135,70
497.8644502419291,4.917169133662242,5.0241048874452074,4.929592059973536,5.044338206639369,5.038880179707534,5.024140318752294,133.26905280078978,Si,111,50
502.04071621097484,4.902145162595332,5.0362372007920015,4.9353549156175,4.949704481803218,4.928606261314093,5.09236000652947,126.27306936729373,Si,137.5,30
494.08718048574195,5.067497109834799,4.913342437608913,5.044104162126181,5.04358785398546,4.951369494704263,4.998076739575921,84.37015773525022,Si,143,30
501.44687060873207,4.9452868414359346,5.025392329367617,5.032475910107039,5.0741558536691995,4.901056087959968,4.984507969689318,122.5236507365482,Si,137.5,30
509.60270113538587,4.923243089313462,4.929542899304571,4.903642474680971,4.923508858484623,4.953019161861256,4.904589568045241,148.01611674833407,Si,135,30
498.17812677481123,5.088943451705417,5.0401120482593855,5.0708204001389925,5.078999008194316,4.940898405314803,5.012667099551146,82.51833568078318,Si,111,50
493.213510116308,4.92127698342408,5.069134931035468,4.9290990296279436,5.017261691574634,5.008705009302756,4.91989754470225,129.32654566540793,No,Ninguna,0
495.5111713962986,5.072182510689514,4.997469252859508,5.080772106674548,4.979108026860888,5.056140664859403,5.092354954432989,80.28550214748742,Si,90,50
490.5290317259153,4.940643171798511,5.070906428024696,5.058239579032534,5.01553799481287,4.932301309210984,4.981610254585747,136.37736183123084,Si,137.5,10
497.64590721865494,5.03584772450364,5.021921184137511,4.978898284604205,4.929389643429071,4.982810657855614,4.997881643188156,147.53735230234608,Si,143,10
495.2376045512893,4.909914337395365,4.922651542896039,4.989630736803648,4.924932597221427,5.016780572987292,5.004468852320582,84.10250297999274,No,Ninguna,0
506.26967876511446,4.9809272761957555,4.947006660524505,4.9137304068539684,4.96121544077469,5.068120439913822,4.936809776142861,125.47380879635892,Si,90,50
491.8452851996115,4.976776288848721,4.921660115306334,4.9588828746327485,4.9080469305796655,5.080097840460407,4.964750191108516,119.180900946544,Si,137.5,10
492.3558251619976,5.069626261191921,4.977111804521945,4.999319154802537,5.074389438001065,4.969975644491797,4.950901381084309,131.33446666468222,Si,137.5,30
491.7071626372664,5.054579659370172,5.069854402672569,5.096803398820741,4.940872118944318,4.964600852824419,5.059870820369115,96.3455776465945,No,Ninguna,0
507.629044183192,5.099165813636629,5.048088553120433,4.95192855420348,5.056382911713007,5.026617849242375,4.904773047682577,141.8502395188972,No,Ninguna,0
502.76051668356473,5.085481362722057,4.992072801240289,4.985564454557582,5.057249893263612,5.0169936955165815,4.936966504303492,144.79238871626006,Si,30,50
490.49380672294194,5.030641562670382,5.013622430787082,5.054099044927441,4.949491057273654,4.956045887349659,5.094997514603147,140.93217279165998,No,Ninguna,0
496.58233148204715,5.069399980960236,5.028310455788503,5.013754920730598,4.923641500635757,5.062056461608087,5.058613094737047,103.27967763190838,Si,92.5,10
493.39175678673126,4.93703104184881,4.969535890697369,4.945624835903348,5.08261886518136,5.052076818543571,4.986049110900317,87.26088204911991,Si,90,50
495.26857298827264,5.096640661187487,5.075831774801794,4.984263385360707,5.068133152977744,4.98001027161441,4.995715580464127,138.31199656142755,No,Ninguna,0
504.2265502825642,5.037097665783863,5.096577826098773,4.903118439890727,4.996801733222209,4.928500683822747,5.02227745759116,82.75889901524889,Si,111,30
505.2300525740708,4.943126530571991,4.975187133051811,5.088325370115141,5.079181305783001,4.922670316569381,4.953941539907084,137.81488397896464,Si,92.5,70
507.9323107374005,4.901139410637367,4.92735095308441,5.0443312677059255,4.951252838279574,4.9009061062350066,5.066178530903336,88.95878588276291,Si,92.5,50
502.8731956979518,4.910121503932816,5.056281300981662,4.954234092950705,4.932242661603717,5.071270042388937,4.992140519333144,84.61337144123131,Si,137.5,30
501.4960772455016,4.998587343096219,5.0306998743752445,5.048314479971593,4.999284789519127,5.062294077294797,4.978741876540258,142.65510441821064,Si,92.5,50
507.7579660093684,4.960112811398467,4.961377178721531,4.97005901930253,4.974593210616029,5.096221547476885,5.072534490771977,102.06318023803964,Si,137.5,70
493.05723993042136,5.000080850857051,4.953238794654679,4.974738431326377,4.990387685452024,5.0668231261054055,5.068458440381451,94.55950888016186,Si,92.5,10
491.6969789486053,4.915751393435379,4.9984324901568264,4.965098520437581,4.964206716540095,4.900289200057171,4.995799661745531,104.11296412632066,Si,143,50
506.4751983701223,5.096435823753858,4.9949218892906515,4.9983937395544675,4.939582145971816,5.068162155398326,5.011410789854821,96.79405471053822,Si,111,30
491.6234475917332,5.008029479611293,4.91217337554001,4.961979979350376,5.047180370831623,4.991992929898915,5.025226377502081,117.26354742730126,Si,135,10
492.2057625619054,4.931104818944496,4.905633358773289,4.906189824718419,4.926762878715478,5.0189524337505045,5.0788336596062695,126.7265821795884,Si,30,30
502.72421404395453,4.9215625198383695,5.005212115522205,4.952072101598409,4.96770024521679,5.085602023297204,5.061316081768027,81.48245967497888,Si,135,70
509.1118402368441,5.05287065143402,5.06044525288603,4.928277984171815,5.030497755469861,4.971704676209491,5.0168963397564506,83.81395600024425,Si,135,50
497.7286546225293,5.051393076635545,4.908077696748605,4.966190368397157,5.004787280124248,4.961901733362286,4.975442222226629,105.12303117227351,Si,30,70
500.49557436957065,4.96384469017958,5.063962159416095,5.0874669915889354,5.051224684351428,5.044762701245118,4.988213986154853,82.16868664290632,Si,30,10
491.35845190866536,4.9168676945819785,4.921751049599189,4.9244103523168645,4.944744061197675,5.0303108920101804,5.029946393952465,124.1135394297713,Si,111,30
509.4314972191323,5.075058694211966,5.074673630030777,5.048189719224387,4.980655152853901,4.9626201916727535,4.992239729305947,99.77510037658227,Si,111,10
494.81781257131877,4.992675600018459,5.049416476293988,5.023671494446814,4.954303096903357,5.037521576515986,4.994554567165206,123.36692462397039,Si,137.5,10
505.38116947713866,4.981290046266552,4.982322330255104,5.0528356258429685,4.924850036647674,4.991282847130779,5.06710558293189,88.74940560651248,Si,137.5,70
490.51824155169606,5.0223920538343085,4.923801363392131,5.072773132024378,5.093327600084055,4.936966285753837,4.900426932906971,96.32575403843015,Si,135,10
491.3039246204909,4.972841714078842,5.088076729476522,4.923440760192524,5.015266539170048,4.9432503178651785,4.9421813732269415,140.8426903836467,No,Ninguna,0
506.5693337054593,4.952578783004599,5.094472966999385,4.940666123120525,5.097094465670631,4.918132053767797,5.03786757683418,96.3462446160416,No,Ninguna,0
509.76579927622424,4.9268536868224695,5.04513738937186,5.030274758734864,4.960633469920507,5.07716476645725,4.9955003585832145,144.67022027491856,No,Ninguna,0
507.229329006767,5.081367518940773,5.024055624527017,4.991772096287123,5.020505762918939,5.060730815994435,5.081418990299714,136.33609423365988,Si,30,10
502.4881110420262,4.938926720051659,4.954825942654383,5.070181302886531,5.072844142282069,5.007511550881211,5.003426231990187,110.43017059911665,Si,90,10
501.42303574073924,5.08917142360004,4.996920415956924,5.053573929647273,4.992676678157027,5.079636387765707,5.049199224341222,134.71493105341716,Si,30,30
497.8546595214021,5.019712646137397,4.987538202503528,4.918405537959017,5.030251360807205,5.038399239889078,5.051106941586947,102.80366392324099,Si,92.5,50
503.8556111403557,5.059184049931048,5.0994345104593,5.067756752306536,5.033701566210735,5.014683645781177,4.974791870748676,103.97472660385692,No,Ninguna,0
501.6439678317505,5.062275366302095,5.047287268419245,5.039709878184678,5.019016375812116,4.976078218743531,4.907525532995476,98.40870987118105,Si,92.5,10
504.56981482406206,4.96429611567117,5.096859093232975,4.917211311850973,5.083449224963805,5.041218682633283,4.924825903422535,132.44904957566695,Si,111,70
494.8124440936028,4.982528033996896,5.07966799287659,4.909620323253303,5.0373080707032365,5.019089290023165,5.05262361809903,127.54542829375276,Si,111,30
504.3265715359996,4.963763129201468,5.0709344512775845,5.000276309282362,5.072802002999005,4.947596557268944,4.910905507866894,102.38308543429785,Si,92.5,30
503.80068941334054,4.916523494925542,5.087533003206584,5.013078208817489,5.0306019683785,5.074346176035232,5.093714138243209,85.61883552054123,Si,135,50
498.92652314852654,4.974989179936549,5.089105590680741,4.943228714448331,4.960678060336522,5.0478048611730655,5.015117666496485,96.05579222419625,Si,111,70
503.7584653939958,4.91163650189192,4.984954369296471,5.02948677149225,4.930238366464696,4.936567770756784,5.069350961848122,99.2705996825862,No,Ninguna,0
508.34584849488647,5.023184075300664,5.0597367723478675,4.961992841624646,5.033959407192623,5.0193277128906795,5.004856871966192,137.8621104084118,Si,92.5,10
501.9540650056007,5.06689060333334,5.079558899175943,5.046257048624452,5.095904889926015,4.90143289656276,5.024624232575387,141.32860164465205,Si,90,50
504.239341218316,5.007044485009751,4.977351126509083,5.005123054593524,5.0742069024649155,5.013046739652348,4.923152440583153,100.1260362479992,No,Ninguna,0
493.46153168003747,4.996596947249099,5.034294790347659,5.097848409276502,5.085777265971559,5.081825274268762,5.030164390778174,104.32188351157978,Si,90,70
493.0609878422947,5.099380044530341,5.070503327370557,5.092421196316845,4.920353779004419,5.075313656786545,4.907134632115324,122.50620466699874,No,Ninguna,0
494.15350426876734,4.903285954969951,5.002219985045901,4.989333467906253,5.012458957629534,5.041438751455456,5.0057266831634974,129.35507606716382,Si,137.5,50
508.4941532916378,4.925501084765053,5.062995382251747,4.9960160206322275,5.038315105366413,4.914275955029424,4.927697740418261,88.77828684024117,No,Ninguna,0
495.41852903428077,5.012011780156167,5.019825833518292,4.931498720031851,5.091820675268569,5.067968102353685,5.0101907977913385,95.69633974577002,Si,30,70
491.41813733617454,5.088945596583673,5.060908754862127,5.038189119095864,4.941251864701308,4.920890226412653,4.928195261902521,117.70028705365934,Si,30,30
494.934230391331,5.066675556570168,5.006632736869888,4.944045812688016,4.904253144746306,4.9306334117420505,5.017464888095876,140.56355701815266,Si,111,70
497.20230589189924,4.945377562908939,4.962602062920329,4.967934291290155,4.9826294216947,4.964730870743601,4.907478773196787,96.20217639968422,Si,137.5,30
492.4891000262215,4.983995559786748,5.07490051013589,5.094904909814773,5.085025722212205,4.934402695127119,4.960957528502522,142.11276477475235,Si,111,30
507.5216401824843,5.098310512239302,5.054715594794229,5.073296948279095,5.082182630549806,5.0179456660779325,5.070593869503648,135.00265886345477,Si,135,10
491.44536102988167,5.053518362787286,4.973379806396072,5.083704253604296,4.944236549643624,4.994005841477398,4.985803668093889,133.19491188320595,Si,92.5,50
496.49204927790134,4.92914765847973,5.038431011386039,5.018201164301064,5.006953912636729,4.94321692859471,4.974099175329103,87.4718112683287,Si,111,30
499.0295920826301,5.053734235784823,5.0191651343985475,4.921027321372989,4.993779400468797,4.91400814183473,5.018738941902295,95.905955557812,No,Ninguna,0
497.1062990797367,4.945332324396371,4.921572597400742,5.027859544126514,4.963423056599755,5.037724477730076,5.0703412393603395,119.16177726074366,Si,92.5,70
498.5603342710239,4.954426709215898,4.959091643103605,5.0528334270991575,5.052240469453776,4.958115644875146,5.096842674605445,106.75603049676755,No,Ninguna,0
508.79448584408806,5.0385833578704755,4.93498330913751,4.98105164451625,4.921475187984096,5.014591626607737,5.063495411625258,106.89881729548802,Si,30,50
505.83208885708626,5.096014739300797,5.072115919277813,5.019510729058647,4.900972289010322,5.025369662998131,5.017166078751198,133.94417277031073,No,Ninguna,0
498.9548979033083,4.942071955401113,5.086309397410501,4.912698847391126,5.012710910009753,4.903549007776403,4.966550863353674,132.0062527705021,Si,92.5,70
507.8380382293898,5.046093910842034,4.963239876048686,4.918130245717573,5.047420298999246,4.93887749029578,4.9205654627853805,101.39601495286449,Si,92.5,50
501.87115391544665,5.0481469076927405,4.959039548528219,5.042730116515186,4.903758308009794,5.044430512827437,5.035270362163547,145.56394638725286,No,Ninguna,0
502.46003213661,5.030612561646407,5.035040527624657,4.96401623527487,5.062304274265096,4.965122702413584,4.95671577727272,94.76424408106031,Si,143,50
507.1175093170086,5.013851094815113,5.089611176682619,5.068144945988743,4.9952974218147315,4.9511783323887695,5.074903099062004,114.75638103798866,Si,135,10
495.6242085179975,4.973358185316651,4.986548067837128,4.96515432936968,4.956568016311117,5.086754909034791,4.984407465980824,88.76193306126419,Si,30,30
499.589855822836,4.919741808916222,4.934605302310549,5.091848486235763,4.90483291345365,5.089536709906174,4.953476513834335,126.65066590149631,Si,30,50
508.6225867445982,4.936604895210669,5.033173646726301,4.909977849429224,4.99871305314258,4.952730749247207,4.972091936856575,84.64039354722027,Si,137.5,70
503.04911715228076,5.098073836677861,5.053643117685873,5.043466572047971,4.9386651959603025,5.010648372455833,5.087045119909873,89.5634653364649,Si,90,30
498.25504591537566,4.960064881751813,4.965593907293718,5.073654185003947,5.073460645848872,5.071971521883713,4.912889868815534,135.12349976551803,No,Ninguna,0
503.92376008766416,4.9255289083197065,5.063977638957574,5.014319273395325,5.004918059909584,4.919195183249679,4.938973550431294,97.25650572572795,No,Ninguna,0
499.67839859299926,5.012107967173868,4.9898362743873665,5.071224128576959,4.955751899904297,5.098585975051261,4.903169865370219,86.13752471834795,Si,111,10
493.1173705202189,5.065502843796968,4.927913943310427,5.017837282669712,4.990980723512509,5.071417511832555,4.936594768823087,139.53516470827714,No,Ninguna,0
508.7804285622426,5.099164752796116,4.993652502422549,4.954371086181267,4.962362056069689,5.073934760649398,5.046391212701426,88.76280870342737,Si,92.5,70
508.9116132624743,4.9587135346439535,4.96241626886431,5.029800590004034,5.060600968625922,4.989091839880248,5.060245771736408,140.21321734578402,Si,135,10
505.1516185124949,5.058391643084891,4.99385162071674,4.983019311491135,4.925308067102267,4.944921804822718,4.922387011241903,97.27077625407432,No,Ninguna,0
501.39753188139576,5.032043226216933,5.040385227555619,5.073988386751346,5.023921338604172,5.059279227704002,5.029688908079777,113.43948590595788,Si,135,30
499.8808510204706,4.984225895542912,5.030895955250692,4.953603815391724,5.098561688741217,4.964098143404454,4.963880656956418,100.3418554423061,No,Ninguna,0
493.8345530508229,4.976606723913914,5.096363454064796,5.033016371781035,5.080965957375031,4.956226867533518,5.009003662017054,90.16774939180667,Si,135,10
507.6938971303831,5.065861351056507,4.9878661357463185,4.975055804306784,4.945163403643674,5.07750344763986,4.938369319695401,140.0244828657315,No,Ninguna,0
506.3475311933649,5.004428194079505,4.958099063944948,5.0713225950359675,4.983418493216483,5.067320869319083,5.051910073922344,96.22436043891956,Si,90,30
